Case Id,Timestamp,Activity Name,Celonis Change Date
4500000006,2024-12-08T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000006,2025-12-25T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000007,2023-08-02T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000007,2023-08-02T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000007,2023-08-02T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000007,2023-09-01T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000007,2025-04-08T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000007,2025-04-08T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000007,2025-04-08T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000007,2025-04-28T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000007,2025-07-07T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000008,2023-09-20T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000008,2024-02-25T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000008,2024-02-25T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000008,2024-02-25T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000008,2024-05-25T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000008,2024-08-08T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000008,2024-08-08T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000008,2024-08-08T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000008,2024-09-07T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000009,2023-06-08T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000009,2023-06-08T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000009,2023-06-08T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000009,2023-09-06T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000009,2024-02-26T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000009,2024-02-26T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000009,2024-02-26T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000009,2024-03-27T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000009,2025-10-19T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000010,2023-09-05T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000010,2023-09-05T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000010,2023-09-05T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000010,2023-10-05T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000010,2024-10-27T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000010,2024-10-27T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000010,2024-10-27T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000010,2025-01-25T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000010,2025-05-04T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000011,2023-05-04T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000011,2023-10-07T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000011,2023-10-07T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000011,2023-10-07T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000011,2023-10-24T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000011,2023-10-24T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000011,2023-10-24T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000011,2023-11-23T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000011,2024-01-05T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000012,2023-11-20T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000012,2023-11-20T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000012,2023-11-20T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000012,2023-12-19T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000012,2023-12-19T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000012,2023-12-19T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000012,2023-12-20T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000012,2024-03-18T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000012,2024-06-10T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000013,2023-09-26T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000013,2023-09-26T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000013,2023-09-26T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000013,2023-10-05T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000013,2023-10-26T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000013,2025-01-21T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000013,2025-01-21T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000013,2025-01-21T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000013,2025-04-21T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000014,2023-12-09T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000014,2023-12-09T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000014,2023-12-09T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000014,2024-03-08T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000014,2024-11-26T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000014,2024-11-26T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000014,2024-11-26T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000014,2024-12-26T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000014,2025-09-17T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000015,2023-01-27T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000015,2024-10-02T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000015,2024-10-02T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000015,2024-10-02T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000015,2024-11-01T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000015,2025-05-07T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000015,2025-05-07T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000015,2025-05-07T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000015,2025-08-05T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000016,2024-07-21T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000016,2025-10-22T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000016,2025-10-22T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000016,2025-10-22T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000016,2025-11-21T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000016,2025-12-19T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000016,2025-12-19T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000016,2025-12-19T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000016,2026-03-19T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000017,2023-06-16T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000017,2023-06-16T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000017,2023-06-16T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000017,2023-09-14T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000017,2023-11-03T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000017,2023-11-03T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000017,2023-11-03T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000017,2023-12-03T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000017,2024-12-27T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000018,2023-11-09T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000018,2023-11-09T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000018,2023-11-09T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000018,2023-12-09T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000018,2023-12-16T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000018,2023-12-16T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000018,2023-12-16T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000018,2024-03-15T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000018,2024-12-16T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000019,2023-05-17T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000019,2025-01-24T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000019,2025-01-24T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000019,2025-01-24T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000019,2025-04-24T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000019,2025-11-06T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000019,2025-11-06T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000019,2025-11-06T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000019,2025-12-06T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000020,2023-12-18T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000020,2023-12-18T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000020,2023-12-18T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000020,2024-01-17T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000020,2024-08-09T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000020,2024-08-09T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000020,2024-08-09T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000020,2024-10-10T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000020,2024-11-07T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000021,2024-12-10T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000021,2024-12-10T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000021,2024-12-10T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000021,2025-01-09T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000021,2025-06-09T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000021,2025-06-09T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000021,2025-06-09T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000021,2025-08-10T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000021,2025-09-07T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000022,2023-01-02T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000022,2023-01-02T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000022,2023-01-02T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000022,2023-02-01T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000022,2024-06-19T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000022,2024-06-19T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000022,2024-06-19T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000022,2024-09-17T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000022,2025-11-19T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000023,2023-01-29T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000023,2023-01-29T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000023,2023-01-29T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000023,2023-02-28T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000023,2025-01-01T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000023,2025-01-01T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000023,2025-01-01T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000023,2025-02-22T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000023,2025-04-01T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000024,2023-04-26T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000024,2023-04-26T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000024,2023-04-26T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000024,2023-07-25T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000024,2024-09-19T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000024,2024-09-19T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000024,2024-09-19T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000024,2024-10-19T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000024,2025-08-17T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000025,2024-04-20T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000025,2024-04-20T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000025,2024-04-20T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000025,2024-05-20T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000025,2024-07-25T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000025,2024-12-25T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000025,2024-12-25T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000025,2024-12-25T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000025,2025-03-25T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000026,2023-08-15T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000026,2023-08-15T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000026,2023-08-15T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000026,2023-11-13T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000026,2024-08-21T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000026,2025-10-09T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000026,2025-10-09T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000026,2025-10-09T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000026,2025-11-08T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000027,2023-04-14T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000027,2023-04-14T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000027,2023-04-14T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000027,2023-05-14T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000027,2025-03-23T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000027,2025-08-08T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000027,2025-08-08T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000027,2025-08-08T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000027,2025-11-06T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000028,2023-04-14T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000028,2023-04-14T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000028,2023-04-14T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000028,2023-04-22T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000028,2023-04-22T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000028,2023-04-22T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000028,2023-05-22T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000028,2023-07-13T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000028,2025-11-22T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000029,2023-08-26T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000029,2023-08-26T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000029,2023-08-26T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000029,2023-11-24T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000029,2025-04-28T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000029,2025-04-28T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000029,2025-04-28T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000029,2025-05-28T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000029,2025-08-27T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000030,2023-02-13T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000030,2023-02-13T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000030,2023-02-13T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000030,2023-03-15T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000030,2024-10-03T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000030,2024-10-03T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000030,2024-10-03T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000030,2024-12-15T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000030,2025-01-01T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000031,2024-02-27T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000031,2024-12-24T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000031,2024-12-24T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000031,2024-12-24T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000031,2025-01-23T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000031,2025-04-09T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000031,2025-04-09T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000031,2025-04-09T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000031,2025-07-08T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000032,2024-02-21T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000032,2024-02-21T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000032,2024-02-21T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000032,2024-03-22T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000032,2024-12-04T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000032,2024-12-04T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000032,2024-12-04T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000032,2025-03-04T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000032,2025-09-26T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000033,2023-01-27T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000033,2023-01-27T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000033,2023-01-27T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000033,2023-04-27T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000033,2024-12-24T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000033,2025-01-25T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000033,2025-01-25T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000033,2025-01-25T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000033,2025-02-24T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000034,2023-12-06T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000034,2023-12-06T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000034,2023-12-06T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000034,2023-12-06T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000034,2024-02-02T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000034,2024-02-02T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000034,2024-02-02T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000034,2024-03-03T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000034,2024-03-05T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000035,2023-03-30T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000035,2023-03-30T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000035,2023-03-30T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000035,2023-04-29T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000035,2024-03-31T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000035,2024-03-31T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000035,2024-03-31T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000035,2024-06-29T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000035,2025-06-30T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000036,2023-07-23T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000036,2023-07-23T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000036,2023-07-23T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000036,2023-10-21T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000036,2024-02-26T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000036,2024-06-23T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000036,2024-06-23T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000036,2024-06-23T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000036,2024-07-23T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000037,2023-01-29T00:00:00,"Invoice Entered in System",2026-05-18T15:22:52
4500000037,2023-01-29T00:00:00,"Invoice Posted",2026-05-18T15:22:52
4500000037,2023-01-29T00:00:00,"Invoice Received",2026-05-18T15:22:52
4500000037,2023-02-28T00:00:00,"Payment Due Date Set",2026-05-18T15:22:52
4500000037,2023-05-26T00:00:00,"Goods Receipt Posted",2026-05-18T15:22:52
4500000037,2025-02-15T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000037,2025-02-15T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000037,2025-02-15T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000037,2025-05-16T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
4500000038,2023-05-14T00:00:00,"Delivery Window Started",2026-05-18T15:22:52
4500000038,2023-05-14T00:00:00,"Purchase Order Changed",2026-05-18T15:22:52
4500000038,2023-05-14T00:00:00,"Purchase Order Created",2026-05-18T15:22:52
4500000038,2023-08-12T00:00:00,"Delivery Window Ended",2026-05-18T15:22:52
